"nomenclaturalstatus","scientificname","family","subgenus","genus","species","scientificNameAuthorship","namePublishedInYear","synonym(s)","corrections","date of corrections"
NA,NA,"Vermipsyllidae",NA,"Vermipsylla","perplexa centrolasia","Liu, Wu & Wu, 1982","1982",NA,NA,NA
NA,NA,"Vermipsyllidae",NA,"Vermipsylla","perplexa perplexa","Smit, 1975","1975",NA,NA,NA
NA,NA,"Ctenophthalmidae","Anomiopsyllinae","Wagnerina","tecta aemulans","Mikulin, 1957","1957",NA,NA,NA
NA,NA,"Ctenophthalmidae","Anomiopsyllinae","Wagnerina","tecta biseta","Ioff, 1949","1949",NA,NA,NA
NA,NA,"Ctenophthalmidae","Anomiopsyllinae","Wagnerina","tecta tecta","Ioff, 1946","1946",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","cheopis bantorum","Jordan, 1938","1938",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","cheopis cheopis","(Rothschild, 1903)","1903","Pulex murinus Tiraboschi, 1904; Xenopsylla pachyuromyidis Glinkiewicz, 1907; Pulex philippinensis Schultze & Herzog, 1904; Pulex tripolitanus Fulmek, 1909",NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","conformis conformis","(Wagner, 1903)","1903",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","conformis dipodis","Ioff, 1953","1953",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","conformis mycerini","(Rothschild, 1904)","1904",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","gerbilli caspica","Ioff, 1950","1950",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","gerbilli gerbilli","(Wagner, 1903)","1903",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","gerbilli minax","Jordan, 1926","1926",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","hirsuta hirsuta","Ingram, 1928","1928",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","hirsuta multisetosa","Haeselbarth, 1964","1964",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","hirsuta placidia","DeMeillon & Hardy, 1951","1951",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","sarodes manyarensis","Hubbard, 1963","1963",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","sarodes sarodes","Jordan, 1937","1937",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","sarodes serengetiensis","Hubbard, 1963","1963",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","trispinis tenuis","Beaucournu & Kock, 1990","1990",NA,NA,NA
NA,NA,"Pulicidae","Xenopsyllinae","Xenopsylla","trispinis trispinis","Waterson, 1911","1911",NA,NA,NA
NA,NA,"Xiphiopsyllidae",NA,"Xiphiopsylla","lippa lippa","Jordan, 1933","1933",NA,NA,NA
NA,NA,"Xiphiopsyllidae",NA,"Xiphiopsylla","lippa smithi","Hubbard, 1967","1967",NA,NA,NA
NA,"Acanthopsylla rothschildi victoriana Jordan & Rothschild, 1922","Pygiopsyllidae",NA,"Acanthopsylla","rothschildi rothschildi","(Rainbow, 1905)","1905",NA,NA,NA
NA,"Glauertia scintilla M. Rothschild, 1936","Pygiopsyllidae",NA,"Acanthopsylla","scintilla scintilla","(M. Rothschild, 1936)","1936",NA,NA,NA
NA,"Glauertidos M. Rothschild, 1937 (nomen novum for Glauertia = Acanthopsylla Jordan & Rothschild, 1922)","Pygiopsyllidae",NA,"Acanthopsylla","scintilla scintilla","(M. Rothschild, 1936)","1936",NA,NA,NA
NA,"Sternopsylla cunhai Pinto, 1925","Ctenophthalmidae",NA,"Adoratopsylla","antiquorum antiquorum","(Rothschild, 1904)","1904",NA,NA,NA
NA,"Stenopsylla cruzi Cunha, 1914","Ctenophthalmidae",NA,"Adoratopsylla","intermedia intermedia","(Jordan, 1926)","1926",NA,NA,NA
NA,"Sternopsylla intermedia oxyura Jordan, 1926","Ctenophthalmidae",NA,"Adoratopsylla","intermedia intermedia","(Jordan, 1926)","1926",NA,NA,NA
NA,"Amphipsylla primaris botis Jordan, 1929","Ceratophyllidae",NA,"Amalaraeus","penicilliger kratochvili","(Rosicky, 1955)","1955",NA,NA,NA
NA,"Malaraeus penicilliger bohemicus Rosicky, 1957 Ceratophyllus penicilliger nivalis Yurkina, 1961","Ceratophyllidae",NA,"Amalaraeus","penicilliger kratochvili","(Rosicky, 1955)","1955",NA,NA,NA
NA,"Ceratophyllus mustelae Wagner, 1898 (junior homonym)","Ceratophyllidae",NA,"Amalaraeus","penicilliger mustelae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus penicilliger demotus Ioff, 1946","Ceratophyllidae",NA,"Amalaraeus","penicilliger pedias","(Rothschild, 1911)","1911",NA,NA,NA
NA,"Trichopsylla penicilliger Kolenati, 1863","Ceratophyllidae",NA,"Amalaraeus","penicilliger penicilliger","(Grube, 1951)","1951",NA,NA,NA
NA,"Amphipsylla kuznetzovi deminuta Ioff & Tiflov, 1939","Leptopsyllidae",NA,"Amphipsylla","kuznetzovi kuznetzovi","Wagner, 1912","1912",NA,NA,NA
NA,"Amphipsylla kuznetzovi glacialis Argyropulo, 1935","Leptopsyllidae",NA,"Amphipsylla","kuznetzovi kuznetzovi","Wagner, 1912","1912",NA,NA,NA
NA,"Amphipsylla primaris botis Jordan, 1929","Leptopsyllidae",NA,"Amphipsylla","primaris mitus","Jordan, 1929","1929",NA,NA,NA
NA,"Amphipsylla transbajkalica Wagner, 1930","Leptopsyllidae",NA,"Amphipsylla","primaris mitus","Jordan, 1929","1929",NA,NA,NA
NA,"Amphipsylla sibirica intermedia Rosicky, 1957","Leptopsyllidae",NA,"Amphipsylla","sibirica hetera","Jordan, 1932","1932",NA,NA,NA
NA,"Ceratophyllus thoracicus Rothschild, 1911","Leptopsyllidae",NA,"Amphipsylla","sibirica sibirica","(Wagner, 1898)","1898",NA,NA,NA
NA,"Typhlopsylla sibirica Wagner, 1901 (junior homonym)","Leptopsyllidae",NA,"Amphipsylla","sibirica sibirica","(Wagner, 1898)","1898",NA,NA,NA
NA,"Anomiopsyllus californicus Baker, 1904","Ctenophthalmidae",NA,"Anomiopsyllus","nudatus nudatus","(Baker, 1898)","1898",NA,NA,NA
NA,"Pulex gliris Dale, 1878","Pulicidae",NA,"Archaeopsylla","erinacei erinacei","(Bouché), 1835","1835",NA,NA,NA
NA,"Pulex metallescens Kolenati, 1856","Pulicidae",NA,"Archaeopsylla","erinacei erinacei","(Bouché), 1835","1835",NA,NA,NA
NA,"Trichopsylla cuspidata Kolenati, 1863","Pulicidae",NA,"Archaeopsylla","erinacei erinacei","(Bouché), 1835","1835",NA,NA,NA
NA,"Archaeopsylla polymorphus Weiss, 1920","Pulicidae",NA,"Archaeopsylla","erinacei maura","Jordan & Rothschild, 1912","1912",NA,NA,NA
NA,"Atyphloceras artius Jordan 1933","Hystrichopsyllidae",NA,"Atyphloceras","multidentatus multidentatus","(C. Fox, 1909)","1909",NA,NA,NA
NA,"Atyphoceras (recte Atyphloceras) felix Jordan, 1933","Hystrichopsyllidae",NA,"Atyphloceras","multidentatus multidentatus","(C. Fox, 1909)","1909",NA,NA,NA
NA,"Callistopsyllus paraterinus Wagner, 1940","Ctenophthalmidae",NA,"Callistopsyllus","terinus terinus","(Rothschild, 1905)","1905",NA,NA,NA
NA,"Callopsylla caspia rhodopeia Rosicky, 1959","Ceratophyllidae",NA,"Callopsylla","caspia caspia","(Ioff & Argyropulo, 1934)","1934",NA,NA,NA
NA,"Ceratophyllus caspius Tiflov, 1937","Ceratophyllidae",NA,"Callopsylla","caspia caspia","(Ioff & Argyropulo, 1934)","1934",NA,NA,NA
NA,"Ceratophyllus tiflovi elbursi Argyropulo & Dubinin, 1948","Ceratophyllidae",NA,"Callopsylla","caspia tiflovi","Wagner, 1936","1936",NA,NA,NA
NA,"Citellophilus alticola Jordan, 1944","Ceratophyllidae",NA,"Callopsylla","caspia tiflovi","Wagner, 1936","1936",NA,NA,NA
NA,"Ceratophyllus tenuihamus Liu, Wu & Wu, 1966","Ceratophyllidae",NA,"Callopsylla","sparsilis sparsilis","(Jordan & Rothschild, 1922)","1922",NA,NA,NA
NA,"Ceratophyllus balati rosicky, 1955","Ceratophyllidae",NA,"Ceratophyllus","enefdeae enefdeae","Ioff, 1950","1950",NA,NA,NA
NA,"Ceratophyllus chaoi Wang, 1957 (jurnior homonym)","Ceratophyllidae",NA,"Ceratophyllus","farreni chaoi","Smit & Allan, 1955","1955",NA,NA,NA
NA,"Ceratophyllus farreni meridionalis Jordan & Rothschild, 1912","Ceratophyllidae",NA,"Ceratophyllus","farreni farreni","Rothschild, 1905","1905",NA,NA,NA
NA,"Ceratophyllus numidus Jordan & Rothschild, 1915","Ceratophyllidae",NA,"Ceratophyllus","farreni farreni","Rothschild, 1905","1905",NA,NA,NA
NA,"Ceratophyllus flaveolus Rothschild 1909","Ceratophyllidae",NA,"Ceratophyllus","styx styx","Rothschild, 1900","1900",NA,NA,NA
NA,"Ceratophyllus dimi Mikulin, 1958","Ceratophyllidae",NA,"Ceratophyllus","vagabundus insularis","Rothschild, 1906","1906",NA,NA,NA
NA,"Ceratophyllus digitalis Wahlgren, 1903","Ceratophyllidae",NA,"Ceratophyllus","vagabundus vagabundus","(Boheman, 1866)","1866",NA,NA,NA
NA,"Ceratophyllus monedulae Wahlgren, 1907","Ceratophyllidae",NA,"Ceratophyllus","vagabundus vagabundus","(Boheman, 1866)","1866",NA,NA,NA
NA,"Ceratophyllus vagabundus orientalis Wagner, 1930","Ceratophyllidae",NA,"Ceratophyllus","vagabundus vagabundus","(Boheman, 1866)","1866",NA,NA,NA
NA,"Ceratophyllus danubianus Rothschild, 1909","Ceratophyllidae",NA,"Citellophilus","simplex simplex","(Wagner, 1902)","1902",NA,NA,NA
NA,"Citellophilus simplex domicae Rosicky, 1956","Ceratophyllidae",NA,"Citellophilus","simplex simplex","(Wagner, 1902)","1902",NA,NA,NA
NA,"Ischnopsyllus schmitzi Oudemans, 1909 (male of Ischnopsyllus simplex simplex)","Ceratophyllidae",NA,"Citellophilus","simplex simplex","(Wagner, 1902)","1902",NA,NA,NA
NA,"Ceratophyllus famulus Jordan & Rothschild, 1911","Ceratophyllidae",NA,"Citellophilus","tesquorum mongolicus","(Jordan & Rothschild, 1911)","1911",NA,NA,NA
NA,"Ceratophyllus dubius Wagner, 1898","Ceratophyllidae",NA,"Citellophilus","tesquorum tesquorum","(Wagner, 1898)","1898",NA,NA,NA
NA,"Coptopsylla lamellifer fallax Ioff & Tiflov, 1934","Coptopsyllidae",NA,"Coptopsylla","lamellifer ardua","Jordan & Rothschild, 1915","1915",NA,NA,NA
NA,"Coptopsylla lamellifer immanubriata Ioff & Tiflov, 1934","Coptopsyllidae",NA,"Coptopsylla","lamellifer rostrata","Ioff & Tiflov, 1934","1934",NA,NA,NA
NA,"Doratopsylla jellisoni Hubbard, 1940","Ctenophthalmidae",NA,"Corrodopsylla","curvata obtusata","(Wagner, 1929)","1929",NA,NA,NA
NA,"Ctenocephalus enneodus Kolenati, 1859","Pulicidae",NA,"Ctenocephalides","felis felis","(Bouché), 1835","1835",NA,NA,NA
NA,"Ctenocephalus musculi Sugimoto, 1933","Pulicidae",NA,"Ctenocephalides","felis felis","(Bouché), 1835","1835",NA,NA,NA
NA,"Ctenocephalus serraticeps var. murina Tiraboschi, 1904","Pulicidae",NA,"Ctenocephalides","felis felis","(Bouché), 1835","1835",NA,NA,NA
NA,"Pulex cati Mégnin, 1880","Pulicidae",NA,"Ctenocephalides","felis felis","(Bouché), 1835","1835",NA,NA,NA
NA,"Pulex concoloris Weyenbergh 1881","Pulicidae",NA,"Ctenocephalides","felis felis","(Bouché), 1835","1835",NA,NA,NA
NA,"Pulex nasuae Weyenbergh, 1881","Pulicidae",NA,"Ctenocephalides","felis felis","(Bouché), 1835","1835",NA,NA,NA
NA,"Pulex obscurus Weyenbergh, 1881","Pulicidae",NA,"Ctenocephalides","felis felis","(Bouché), 1835","1835",NA,NA,NA
NA,"Pulex rufus Gravenhorst, 1828","Pulicidae",NA,"Ctenocephalides","felis felis","(Bouché), 1835","1835",NA,NA,NA
NA,"Pulex serraticeps Gervais, 1844","Pulicidae",NA,"Ctenocephalides","felis felis","(Bouché), 1835","1835",NA,NA,NA
NA,"Ctenophthalmus agyrtes hanzaki Rosicky, 1951","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes agyrtes","(Heller, 1896)","1896",NA,NA,NA
NA,"Ctenophthalmus agyrtes slovacicus Rosicky, 1951 (partim)","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes agyrtes","(Heller, 1896)","1896",NA,NA,NA
NA,"Ctenophthalmus agyrtoides Wahlgren, 1911","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes agyrtes","(Heller, 1896)","1896",NA,NA,NA
NA,"Ctenophthalmus orphilus tatricus Rosicky, 1951 (partim)","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes agyrtes","(Heller, 1896)","1896",NA,NA,NA
NA,"Ctenophthalmus agyrtes jordanianus Peus, 1950","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes graecus","Jordan, 1926","1926",NA,NA,NA
NA,"Ctenophthalmus agyrtes sapaudianus Beaucournu, 1964","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes impavidus","Jordan, 1928","1928",NA,NA,NA
NA,"Ctenophthalmus agyrtes noster Ioff, 1953","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes kleinschmidtianus","Peus, 1950","1950",NA,NA,NA
NA,"Ctenophthalmus agyrtes obenbergeri Rosicky, 1957","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes peusianus","Rosicky, 1955","1955",NA,NA,NA
NA,"Ctenophthalmus agyrtes slovacicus Rosicky, 1951 (partim)","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes peusianus","Rosicky, 1955","1955",NA,NA,NA
NA,"Ctenophthalmus orphilus tatricus Rosicky, 1951 (partim)","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes peusianus","Rosicky, 1955","1955",NA,NA,NA
NA,"Ctenophthalmus agyrtes jiroveci Rosicky, 1955","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes prothelenus","Peus, 1958","1958",NA,NA,NA
NA,"Ctenophthalmus agyrtes hadzhii Rosicky & Carnelutti, 1959","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes serbicus","Wagner, 1930","1930",NA,NA,NA
NA,"Ctenophthalmus agyrtes kraljevesis Wagner, 1930","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes serbicus","Wagner, 1930","1930",NA,NA,NA
NA,"Ctenophthalmus agyrtes oreadis Jordan & Rothschild, 1920","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes verbanus","Jordan & Rothschild, 1920","1920",NA,NA,NA
NA,"Ctenophthalmus agyrtes carnicus Rosicky & Carnelutti, 1959","Ctenophthalmidae",NA,"Ctenophthalmus","agyrtes wagnerianus","Peus, 1950","1950",NA,NA,NA
NA,"Euctenophthalmus campestris Peus, 1949","Ctenophthalmidae",NA,"Ctenophthalmus","assimilis assimilis","(Taschenberg, 1880)","1880",NA,NA,NA
NA,"Ctenophthalmus adetus Jordan & Rothschild, 1920","Ctenophthalmidae",NA,"Ctenophthalmus","bisoctodentatus bisoctodentatus","Kolenati, 1863","1863",NA,NA,NA
NA,"Ctenophthalmus bisseptemdentatus Kolenati 1863","Ctenophthalmidae",NA,"Ctenophthalmus","bisoctodentatus bisoctodentatus","Kolenati, 1863","1863",NA,NA,NA
NA,"Ctenophthalmus musculi Kolenati, 1856","Ctenophthalmidae",NA,"Ctenophthalmus","bisoctodentatus bisoctodentatus","Kolenati, 1863","1863",NA,NA,NA
NA,"Ctenophthalmus bisoctodentatus occidentalis Smit, 1956","Ctenophthalmidae",NA,"Ctenophthalmus","bisoctodentatus heselhausi","(Oudemans, 1914)","1914",NA,NA,NA
NA,"Ctenophthalmus calceatus septentrionalis DeMeillon, 1940","Ctenophthalmidae",NA,"Ctenophthalmus","calceatus calceatus","Waterston, 1912","1912",NA,NA,NA
NA,"Ctenophthalmus capriciosus carpathicus Suciu, 1969","Ctenophthalmidae",NA,"Ctenophthalmus","capriciosus bychowsky","Vysotskaya, 1968","1968",NA,NA,NA
NA,"Ctenophthalmus congener grulichi Beaucournu, 1964","Ctenophthalmidae",NA,"Ctenophthalmus","congener congener","Rothschild, 1907","1907",NA,NA,NA
NA,"Ctenophthalmus congener bulgaricus Rosicky 1959","Ctenophthalmidae",NA,"Ctenophthalmus","congener vicarious","Jordan & Rothschild, 1921","1921",NA,NA,NA
NA,"Ctenophthalmus congener honshuensis Smit, 1955","Ctenophthalmidae",NA,"Ctenophthalmus","congeneroides congeneroides","Wagner, 1930","1930",NA,NA,NA
NA,"Ctenophthalmus congener hokkaidensis Smit, 1955","Ctenophthalmidae",NA,"Ctenophthalmus","congeneroides truncus","Ioff & Scalon, 1950","1950",NA,NA,NA
NA,"Euctenophthalmus congener hasegawai Ono, 1955","Ctenophthalmidae",NA,"Ctenophthalmus","congeneroides truncus","Ioff & Scalon, 1950","1950",NA,NA,NA
NA,"Ctenophthalmus elegans Argyropulo, 1938","Ctenophthalmidae",NA,"Ctenophthalmus","golovi alpestris","Argyropulo, 1935","1935",NA,NA,NA
NA,"Ctenophthalmus saratovi Ioff & Tiflov, 1938","Ctenophthalmidae",NA,"Ctenophthalmus","golovi golovi","Ioff & Tiflov, 1930","1930",NA,NA,NA
NA,"Ctenophthalmus agyrtes celticus Jordan & Rothschild, 1922","Ctenophthalmidae",NA,"Ctenophthalmus","nobilis nobilis","(Rothschild, 1898)","1898",NA,NA,NA
NA,"Ctenophthalmus orphilus heinrichi Peus, 1949","Ctenophthalmidae",NA,"Ctenophthalmus","orphilus dolomiticus","Jordan, 1928","1928",NA,NA,NA
NA,"Ctenophthalmus sklainus Wagner, 1933","Ctenophthalmidae",NA,"Ctenophthalmus","orphilus orphilus","Jordan & Rothschild, 1923","1923",NA,NA,NA
NA,"Ctenophthalmus dahuricus Ioff, 1928","Ctenophthalmidae",NA,"Ctenophthalmus","pisticus pisticus","Jordan & Rothschild, 1921","1921",NA,NA,NA
NA,"Ctenophthalmus russulae ducis Jordan, 1929","Ctenophthalmidae",NA,"Ctenophthalmus","russulae russulae","Jordan & Rothschild, 1912","1912",NA,NA,NA
NA,"Ctenophthalmus ukrainica Yurkina, 1961","Ctenophthalmidae",NA,"Ctenophthalmus","solutus solutus","Jordan & Rothschild, 1920","1920",NA,NA,NA
NA,"Ctenophthalmus uncinatus angustus Smit & Rosicky, 1965","Ctenophthalmidae",NA,"Ctenophthalmus","uncinatus koshanini","Rosicky & Todorovic, 1964","1964",NA,NA,NA
NA,"Ctenophthalmus tataricus Rostigayev & Shiranovich, 1964","Ctenophthalmidae",NA,"Ctenophthalmus","uncinatus uncinatus","(Wagner, 1898)","1898",NA,NA,NA
NA,"Ceratophyllus terribilis Rothschild, 1903","Leptopsyllidae",NA,"Ctenophyllus","armatus armatus","(Wagner, 1901)","1901",NA,NA,NA
NA,"Ceratophyllus arvenis Dale, 1878","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus atricapillae Dale, 1878","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus caudati Dale 1878","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus cinereae Dale, 1878","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus citrinellae Dale, 1878","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus garruli Dale, 1878","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus merulae Dale, 1878","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus monedulae Dale, 1878","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus newsteadi Rothschild, 1901","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus pyrrhulae Dale, 1878","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus trochili Dale, 1878","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Ceratophyllus viscivora Dale, 1878","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Dasypsyllus gallinulae zilianus Peus, 1954","Ceratophyllidae",NA,"Dasypsyllus","gallinulae gallinulae","(Dale, 1878)","1878",NA,NA,NA
NA,"Doratopsylla bifida Yurkina, 1952","Ctenophthalmidae",NA,"Doratopsylla","dasycnema cuspis","Rothschild, 1915","1915",NA,NA,NA
NA,"Doratopsylla dasycnema tiflov Rosicky, 1957","Ctenophthalmidae",NA,"Doratopsylla","dasycnema dasycnema","(Rothschild, 1897)","1897",NA,NA,NA
NA,"Doratopsylla fennica Nordberg, 1935","Ctenophthalmidae",NA,"Doratopsylla","dasycnema dasycnema","(Rothschild, 1897)","1897",NA,NA,NA
NA,"Hoplopsyllus minutus C. Fox, 1926","Pulicidae",NA,"Euhoplopsyllus","glacialis foxi","(Ewing, 1924)","1924",NA,NA,NA
NA,"Hoplopsyllus powersi C. Fox, 1926","Pulicidae",NA,"Euhoplopsyllus","glacialis foxi","(Ewing, 1924)","1924",NA,NA,NA
NA,"Hoplopsyllus tenuidigitus Stewart, 1940","Pulicidae",NA,"Euhoplopsyllus","glacialis foxi","(Ewing, 1924)","1924",NA,NA,NA
NA,"Hoplopsyllus glacialis asiaticus Wang & Liao, 1961","Pulicidae",NA,"Euhoplopsyllus","glacialis profugus","(Jordan, 1925)","1925",NA,NA,NA
NA,"Frontopsylla frontalis utia Ji, 1979","Leptopsyllidae",NA,"Frontopsylla","frontalis baikal","Ioff, 1946","1946",NA,NA,NA
NA,"Frontopsylla spadix cansa Jordan, 1932","Leptopsyllidae",NA,"Frontopsylla","spadix spadix","(Jordan & Rothschild, 1921)","1921",NA,NA,NA
NA,"Frontopsylla mongolica Cyprich, Kiefe & Cendsuren, 1977","Leptopsyllidae",NA,"Frontopsylla","wagneri wagneri","Ioff, 1928","1928",NA,NA,NA
NA,"Hystrichopsylla narbeli Galli-Valerio, 1900","Hystrichopsyllidae",NA,"Hystrichopsylla","talpae talpae","(Curtis, 1826)","1826",NA,NA,NA
NA,"Pulex obtusiceps Ritsema, 1968","Hystrichopsyllidae",NA,"Hystrichopsylla","talpae talpae","(Curtis, 1826)","1826",NA,NA,NA
NA,"Pulex terrestris Macquart, 1831","Hystrichopsyllidae",NA,"Hystrichopsylla","talpae talpae","(Curtis, 1826)","1826",NA,NA,NA
NA,"Pectinoctenus adalis Jordan, 1929","Leptopsyllidae",NA,"Leptopsylla","pectiniceps pectiniceps","(Wagner, 1893)","1893",NA,NA,NA
NA,"Macrostylophora hastata yunnanica Liu, 1965","Ceratophyllidae",NA,"Macrostylophora","hastata menghaiensis","Li, Wang & Hsieh, 1964","1964",NA,NA,NA
NA,"Ceratophyllus advenarius bifallax Ioff & Scalon, 1950","Ceratophyllidae",NA,"Megabothris","advenarius advenarius","(Wagner, 1930)","1930",NA,NA,NA
NA,"Megabothris asio orectus Jordan, 1938","Ceratophyllidae",NA,"Megabothris","asio megacolpus","(Jordan, 1929)","1929",NA,NA,NA
NA,"Ceratophyllus sciurorum affinis Yurkina, 1961","Ceratophyllidae",NA,"Monopsyllus","sciurorum asiaticus","Ioff, 1936","1936",NA,NA,NA
NA,"Monopsyllus sciurorum cophinus Jordan, 1944","Ceratophyllidae",NA,"Monopsyllus","sciurorum asiaticus","Ioff, 1936","1936",NA,NA,NA
NA,"Ceratophyllus palumbi Dale, 1878","Ceratophyllidae",NA,"Monopsyllus","sciurorum sciurorum","(Schrank, 1803)","1803",NA,NA,NA
NA,"Ceratophyllus sciuri Kolenati, 1856","Ceratophyllidae",NA,"Monopsyllus","sciurorum sciurorum","(Schrank, 1803)","1803",NA,NA,NA
NA,"Ceratophyllus sciurorum var. dryas Wagner, 1898","Ceratophyllidae",NA,"Monopsyllus","sciurorum sciurorum","(Schrank, 1803)","1803",NA,NA,NA
NA,"Monopsyllus sciurorum bolivari Gil Collado, 1948","Ceratophyllidae",NA,"Monopsyllus","sciurorum sciurorum","(Schrank, 1803)","1803",NA,NA,NA
NA,"Myodopsylla notialis Jordan, 1937","Ischnopsyllidae",NA,"Myodopsylla","wolffsohni wolffsohni","(Rothschild, 1903)","1903",NA,NA,NA
NA,"Nearctopsylla hygini laurentia Jordan & Rothschild, 1923","Ctenophthalmidae",NA,"Nearctopsylla","genalis genalis","(Baker, 1904)","1904",NA,NA,NA
NA,"Neopsylla setosa hajastanica Ioff & Argyropulo, 1934","Ctenophthalmidae",NA,"Neopsylla","setosa spinea","Rothschild, 1915","1915",NA,NA,NA
NA,"Neopsylla setosa moravica Rosicky, 1956","Ctenophthalmidae",NA,"Neopsylla","setosa spinea","Rothschild, 1915","1915",NA,NA,NA
NA,"Neopsylla specialis chunizangensis Wu & Chen, 1982","Ctenophthalmidae",NA,"Neopsylla","specialis sichuanxizangensis","Wu & Wang, 1982","1982",NA,NA,NA
NA,"Neopsylla specialis kweiyangensis Li, 1964","Ctenophthalmidae",NA,"Neopsylla","specialis specialis","Jordan, 1932","1932",NA,NA,NA
NA,"Neopsylla marleaneae Lewis 1971","Ctenophthalmidae",NA,"Neopsylla","stevensi stevensi","Rothschild, 1915","1915",NA,NA,NA
NA,"Nosopsyllus laeviceps gorganus Klein, 1963","Ceratophyllidae",NA,"Nosopsyllus","laeviceps acer","(Mikulin, 1957)","1957",NA,NA,NA
NA,"Nosopsyllus laeviceps gobiensis Cyprich, Kiefer & Cendsuren, 1977 Ceratophyllus laeviceps mongolicus Wagner, 1930","Ceratophyllidae",NA,"Nosopsyllus","laeviceps ellobii","(Wagner, 1933)","1933",NA,NA,NA
NA,"Ceratophyllus italicus Tiraboschi, 1904","Ceratophyllidae",NA,"Nosopsyllus","londiniensis londiniensis","(Rothschild, 1903)","1903",NA,NA,NA
NA,"Pulex kerguelensis Taschenberg, 1880","Pygiopsyllidae",NA,"Notiopsylla","kerguelensis kerguelensis","(Taschenberg, 1880)","1880",NA,NA,NA
NA,"Ophthalmopsylla volgensis abnorma Mikulin, 1960","Leptopsyllidae",NA,"Ophthalmopsylla","volgensis volgensis","(Wagner & Ioff, 1926)","1926",NA,NA,NA
NA,"Ornithophaga nearctica Holland & Loshbaugh, 1958","Leptopsyllidae",NA,"Ornithophaga","anomala anomala","Mikulin, 1957","1957",NA,NA,NA
NA,"Oropsylla elana Jordan, 1929","Ceratophyllidae",NA,"Oropsylla","alaskensis alaskensis","Baker, 1904","1904",NA,NA,NA
